Espèce,Variété,Fournisseur,Remarque,Délai croissance plants (j),lieu,Date en terre,Localisation,Durée avant récolte (j),Longueur de rang de cette série (m),Date réalisation plants,Date réelle,Date début récolte,Mode de prélèvement,étalement récolte si pas SD (sem),Étalement récolte (sem),à ne pas faire,Date fin récolte,Fin livraison,Nb de séries,Longueur de  rang totale (m),Longueur de  rang par livraison (m),Intra rang (cm),Nombre de rangs retenus,Nb graines à semer par trou,Nombre de trous pour chaque série,Production théorique par trou (kg),Prod. de la série (kg),besoin hebdo (kg),Nb graines par gramme,Poids par graine (g),Nb graines par m,Nombre de graines,Poids de graines (g),Nb mottes/m,Nombre de mottes,Nb trous par plaque,NbPieds/m²,longueur de planche (m),Surface (m²),nb planches,Poids par pièce (g),Conso hebdo par distrib,unité,semaine prépa plants,N° semaine plantation ou semis,01/01/2018,08/01/2018,15/01/2018,22/01/2018,29/01/2018,05/02/2018,12/02/2018,19/02/2018,26/02/2018,05/03/2018,12/03/2018,19/03/2018,26/03/2018,02/04/2018,09/04/2018,16/04/2018,23/04/2018,30/04/2018,07/05/2018,14/05/2018,21/05/2018,28/05/2018,04/06/2018,11/06/2018,18/06/2018,25/06/2018,02/07/2018,09/07/2018,16/07/2018,23/07/2018,30/07/2018,06/08/2018,13/08/2018,20/08/2018,27/08/2018,03/09/2018,10/09/2018,17/09/2018,24/09/2018,01/10/2018,08/10/2018,15/10/2018,22/10/2018,29/10/2018,05/11/2018,12/11/2018,19/11/2018,26/11/2018,03/12/2018,10/12/2018,17/12/2018,24/12/2018,31/12/2018,07/01/2019,14/01/2019,21/01/2019,28/01/2019,04/02/2019,11/02/2019,18/02/2019,25/02/2019,04/03/2019,11/03/2019,18/03/2019,25/03/2019,01/04/2019,08/04/2019,15/04/2019,22/04/2019,29/04/2019,06/05/2019,13/05/2019,20/05/2019,27/05/2019,03/06/2019,10/06/2019,17/06/2019,24/06/2019,01/07/2019,08/07/2019,15/07/2019,22/07/2019,29/07/2019,05/08/2019,12/08/2019,19/08/2019,26/08/2019,02/09/2019,09/09/2019,16/09/2019,23/09/2019
Chou rave,azur star,AGROSEMENS,,30,CHAMP,15/03/2018,,70,16,13/02/2018,13/02/2018,24/05/2018,SD,,"2,70967741935484",,07/06/2018,,4,"23,6190476190476","5,9047619047619",30,4,1,"53,3333333333333","0,5","26,6666666666667","0,738095238095237",300,"0,00333333333333333","3,7037037037037","59,2592592592593","0,197530864197531","3,7037037037037","59,2592592592593",77,"13,3333333333333",4,"4,8","0,133333333333333",500,"17,7142857142857",pièce,7,11,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,merveille d'hiver,GERMINANCE,,26,CHAMP,15/03/2018,,49,"14,234693877551",17/02/2018,,03/05/2018,SD,,"2,25",,17/05/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,7,11,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,Pernot clair,AGROSEMENS,,0,CHAMP,15/03/2018,,50,"25,7439446366782",,,04/05/2018,SD,,"0,999999999999999",,04/05/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,11,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou chinois,kaboko F1,AGROSEMENS,,30,SERRE,20/03/2018,,50,28,18/02/2018,,09/05/2018,SD,,"3,55645161290323",,30/05/2018,,4,"15,7460317460317","7,87301587301586",40,3,1,70,"0,8",56,"0,59047619047619",500,"0,002","2,77777777777778","77,7777777777778","0,155555555555556","2,77777777777778","77,7777777777778",77,"7,5","9,33333333333333","11,2","0,311111111111111",800,"17,7142857142857",pièce,7,12,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciboulette,commune,AGROSEMENS,en grosses mottes,30,CHAMP,30/03/2018,,90,"44,7518796992481",28/02/2018,,28/06/2018,,12,12,,20/09/2018,,1,"44,7518796992481","5,59398496240601",30,4,50,"149,172932330827","0,1","14,9172932330827","0,295238095238095",700,"0,00142857142857143","175,438596491228","7851,20696478037","11,2160099496862","3,50877192982456","157,024139295607",77,"13,3333333333333","11,187969924812","13,4255639097744","0,372932330827067",2,"1,77142857142857",kg,9,13,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courgette,Partenon F1,AGROSEMENS,"partenocarpique, 18°C min",25,SERRE,24/03/2018,S3,45,30,27/02/2018,,08/05/2018,,11,11,,24/07/2018,,3,"37,2932330827067","3,72932330827067",100,1,1,30,3,90,"2,21428571428571","6,66666666666667","0,15","1,11111111111111","33,3333333333333",5,"1,11111111111111","33,3333333333333",24,1,30,36,1,300,"35,4285714285714",pièce,9,12,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou blanc,Cabu farao F1,AGROSEMENS,,40,CHAMP,21/03/2018,,65,"9,84126984126983",09/02/2018,08/02/2018,25/05/2018,SD,,1,,01/06/2018,,3,"29,5238095238095","9,84126984126983",50,2,1,"19,6825396825397","0,7","13,7777777777778","0,774999999999999",300,"0,00333333333333333","2,22222222222222","21,8694885361552","0,0728982951205172","2,22222222222222","21,8694885361552",77,4,"4,92063492063492","5,9047619047619","0,164021164021164",700,"17,7142857142857",pièce,6,12,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,gaudry2,AGROSEMENS,,0,CHAMP,29/03/2018,,42,"25,7439446366782",,,10/05/2018,SD,,"0,999999999999999",,10/05/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",122,"0,00819672131147541","39,2156862745098","1009,56645634032","8,27513488803542",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,13,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betterave,De Détroit 2,AGROSEMENS,En precoce prendre plutot la Alvro-Mono,0,CHAMP,01/04/2018,,105,"61,5079365079365",,,15/07/2018,SD,,"3,75",,05/08/2018,,4,"246,031746031746","16,4021164021164",10,4,1,"615,079365079365","0,15","92,2619047619047","5,53571428571428",60,"0,0166666666666667","11,1111111111111","683,421516754849","11,3903586125808",0,0,0,40,"15,3769841269841","18,452380952381","0,512566137566137",150,"17,7142857142857",kg,,13,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betterave,noire plate d'Egypte,AGROSEMENS,,0,CHAMP,01/04/2018,,105,"61,5079365079365",,,15/07/2018,SD,,"3,75",,05/08/2018,,4,"246,031746031746","16,4021164021164",10,4,1,"615,079365079365","0,15","92,2619047619047","5,53571428571428",60,"0,0166666666666667","11,1111111111111","683,421516754849","11,3903586125808",0,0,0,40,"15,3769841269841","18,452380952381","0,512566137566137",150,"17,7142857142857",kg,,13,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,merveille des 4 saisons,GERMINANCE,,25,CHAMP,01/04/2018,,49,"14,234693877551",07/03/2018,,20/05/2018,SD,,"2,25",,03/06/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,10,13,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,Pernot clair,AGROSEMENS,,0,CHAMP,06/04/2018,,40,"25,7439446366782",,,16/05/2018,SD,,"0,999999999999999",,16/05/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,14,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panais,aromata,GERMINANCE,,0,CHAMP,08/04/2018,,142,"110,714285714286",,,28/08/2018,SD,,"5,00000000000002",,02/10/2018,,1,"110,714285714286","22,1428571428571",6,4,1,"1845,2380952381","0,15","276,785714285716","1,84523809523809",220,"0,00454545454545455","41,6666666666667","4613,09523809525","20,9686147186148",0,0,0,"66,6666666666667","27,6785714285715","33,2142857142858","0,92261904761905",150,"17,7142857142857",kg,,14,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou rave,azur star,AGROSEMENS,violet,28,CHAMP,10/04/2018,,60,"5,9047619047619",13/03/2018,,09/06/2018,SD,,1,,16/06/2018,,4,"23,6190476190476","5,9047619047619",30,4,1,"19,6825396825396","0,5","9,84126984126982","0,738095238095237",300,"0,00333333333333333","3,7037037037037","21,8694885361552","0,0728982951205172","3,7037037037037","21,8694885361552",77,"13,3333333333333","1,47619047619048","1,77142857142857","0,0492063492063492",500,"17,7142857142857",pièce,11,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,rubis,DOUAR DEN,8°C min 28/35,0,CHAMP,26/02/2018,,100,100,,,06/06/2018,SD,,"3,87748452264582",,27/06/2018,27/06/2018,6,"928,436974789915","25,7899159663865",33,2,1,"303,030303030303","0,4","121,212121212121","19,9285714285714","0,022","45,4545454545455","3,03030303030303","303,030303030303","13774,1046831956",0,0,0,"6,06060606060606",50,60,"1,66666666666667",80,"26,5714285714285",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,apollo,DOUAR DEN,8°C min 28/35,0,CHAMP,26/02/2018,,100,100,,,06/06/2018,SD,,"3,87748452264582",,27/06/2018,27/06/2018,6,"928,436974789915","25,7899159663865",33,2,1,"303,030303030303","0,4","121,212121212121","19,9285714285714","0,022","45,4545454545455","3,03030303030303","303,030303030303","13774,1046831956",0,0,0,"6,06060606060606",50,60,"1,66666666666667",80,"26,5714285714285",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,allians,DOUAR DEN,8°C min chair ferme 28/32,0,CHAMP,10/04/2018,,130,314,,,18/08/2018,,1,1,,25/08/2018,26/11/2018 06:24:45,6,"928,436974789915","25,7899159663865",33,2,1,"951,515151515152","0,4","380,606060606061","19,9285714285714","0,039","25,6410256410256","3,03030303030303","951,515151515152","24397,8243978244",0,0,0,"6,06060606060606",157,"188,4","5,23333333333333",80,"26,5714285714285",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persil,frisé vert foncé,GERMINANCE,,30,CHAMP,01/05/2018,,144,"22,1428571428571",01/04/2018,,22/09/2018,SD,,15,,05/01/2019,,1,"22,1428571428571","1,47619047619047",15,6,10,"147,619047619047","0,2","29,5238095238095","0,553571428571428",500,"0,002","74,0740740740741","1640,21164021164","3,28042328042328","7,40740740740741","164,021164021164",77,40,"3,69047619047618","4,42857142857142","0,123015873015873",100,"1,77142857142857",kg,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,nicola,DOUAR DEN,8°C min chair ferme 25/35,0,CHAMP,11/04/2018,,130,314,,,19/08/2018,,1,1,,26/08/2018,27/11/2018 06:24:45,6,"928,436974789915","25,7899159663865",33,2,1,"951,515151515152","0,4","380,606060606061","19,9285714285714","0,039","25,6410256410256","3,03030303030303","951,515151515152","24397,8243978244",0,0,0,"6,06060606060606",157,"188,4","5,23333333333333",80,"26,5714285714285",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,desiree,DOUAR DEN,8°C min chair fondante 28/35,0,CHAMP,12/04/2018,,130,364,,,20/08/2018,,1,1,,27/08/2018,14/12/2018 05:35:57,6,"928,436974789915","25,7899159663865",33,2,1,"1103,0303030303","0,4","441,212121212121","19,9285714285714","0,022","45,4545454545455","3,03030303030303","1103,0303030303","50137,741046832",0,0,0,"6,06060606060606",182,"218,4","6,06666666666667",80,"26,5714285714285",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt de garde,ostara,PAYZONSFERME,8°C min  28/40,0,CHAMP,12/04/2018,,130,400,,,20/08/2018,,1,1,,27/08/2018,25/12/2018 17:29:37,6,"928,436974789915","25,7899159663865",33,2,1,"1212,12121212121","0,4","484,848484848485","19,9285714285714","0,022","45,4545454545455","3,03030303030303","1212,12121212121","55096,4187327824",0,0,0,"6,06060606060606",200,240,"6,66666666666667",80,"26,5714285714285",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,De 18 jours,AGROSEMENS,,0,CHAMP,13/04/2018,,35,"25,7439446366782",,,18/05/2018,SD,,"0,999999999999999",,18/05/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artichaut,imperial star,GERMINANCE,,40,CHAMP,15/04/2018,,700,0,06/03/2018,,15/03/2020,,12,12,,07/06/2020,,1,0,0,100,2,1,#DIV/0 !,"1,25",#DIV/0 !,0,25,"0,04",#DIV/0 !,#DIV/0 !,#DIV/0 !,0,0,0,2,0,0,0,250,0,pièce,10,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aubergine,impérial black beauty,AGROSEMENS,15°C min. pincer au dessus de la 5 eme feuille puis couper au-delà de la deuxieme feuille sur les 2 rameaux. Enlever les gourmands,56,SERRE,01/05/2018,S2,75,"13,2857142857143",06/03/2018,,15/07/2018,,12,12,,07/10/2018,,2,"26,5714285714285","2,65714285714285",60,2,1,"22,1428571428571","1,75","38,75","1,29166666666667",240,"0,00416666666666667","1,85185185185185","24,6031746031745","0,102513227513227","1,85185185185185","24,6031746031745",24,"3,33333333333333","6,64285714285712","7,97142857142855","0,221428571428571",350,"17,7142857142857",pièce,10,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aubergine,ronde de valence,GERMINANCE,"si puceron et accarien, bassinage. Insensible au mildiou",56,SERRE,01/05/2018,S2,75,"13,2857142857143",06/03/2018,,15/07/2018,,12,12,,07/10/2018,,2,"26,5714285714285","2,65714285714285",60,2,1,"22,1428571428571","1,75","38,75","1,29166666666667",240,"0,00416666666666667","1,85185185185185","24,6031746031745","0,102513227513227","1,85185185185185","24,6031746031745",24,"3,33333333333333","6,64285714285712","7,97142857142855","0,221428571428571",350,"17,7142857142857",pièce,10,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte saison,jaune du Doubs,AGROSEMENS,,0,CHAMP,15/04/2018,,105,"25,2340252340252",,,29/07/2018,SD,,"1,33333333333333",,05/08/2018,,3,"75,7020757020756","18,9255189255189",5,4,1,"504,680504680504","0,09","45,4212454212454","1,47619047619047",850,"0,00117647058823529","30,7692307692308","776,431545662315","0,913448877249782",0,0,0,80,"6,3085063085063","7,57020757020756","0,210283543616877",90,"17,7142857142857",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,feuille de chêne rouge bawl,AGROSEMENS,,22,CHAMP,15/04/2018,,42,"14,234693877551",24/03/2018,,27/05/2018,SD,,"2,25",,10/06/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,12,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navet,Rouge plat hatif,AGROSEMENS,,0,CHAMP,15/04/2018,,60,60,,,14/06/2018,SD,,"2,43870967741936",,28/06/2018,,6,"246,031746031746","24,6031746031746",5,6,1,1200,"0,05",60,"3,69047619047619",600,"0,00166666666666667",25,1500,"2,5",0,0,0,120,10,12,"0,333333333333333",50,"17,7142857142857",kg,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poivron,corno di toro jaune,GERMINANCE,,55,SERRE,15/04/2018,S2,90,"12,5042016806722",19/02/2018,,14/07/2018,,12,12,,06/10/2018,,4,"41,6806722689075","4,16806722689075",50,2,1,"25,0084033613445","0,75","18,7563025210084","1,10714285714286","149,253731343284","0,0067","2,22222222222222","27,7871148459383","0,186173669467786","2,22222222222222","27,7871148459383",24,4,"6,25210084033613","7,50252100840335","0,208403361344537",150,"35,4285714285714",pièce,8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poivron,corno di toro rouge,GERMINANCE,,55,SERRE,15/04/2018,S2,90,"12,5042016806722",19/02/2018,,14/07/2018,,12,12,,06/10/2018,,4,"41,6806722689075","4,16806722689075",50,2,1,"25,0084033613445","0,75","18,7563025210084","1,10714285714286","133,333333333333","0,0075","2,22222222222222","27,7871148459383","0,208403361344538","2,22222222222222","27,7871148459383",24,4,"6,25210084033613","7,50252100840335","0,208403361344537",150,"35,4285714285714",pièce,8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poivron,rosso duemilla,GERMINANCE,,55,SERRE,15/04/2018,S2,90,7,19/02/2018,,14/07/2018,,12,12,,06/10/2018,,4,"41,6806722689075","4,16806722689075",50,2,1,14,"0,75","10,5","1,10714285714286","149,253731343284","0,0067","2,22222222222222","15,5555555555556","0,104222222222222","2,22222222222222","15,5555555555556",24,4,"3,5","4,2","0,116666666666667",150,"35,4285714285714",pièce,8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poivron,Yolo Wonder,GERMINANCE,,55,SERRE,15/04/2018,S2,90,"12,5042016806722",19/02/2018,,14/07/2018,,12,12,,06/10/2018,,4,"41,6806722689075","4,16806722689075",50,2,1,"25,0084033613445","0,75","18,7563025210084","1,10714285714286","149,253731343284","0,0067","2,22222222222222","27,7871148459383","0,186173669467786","2,22222222222222","27,7871148459383",24,4,"6,25210084033613","7,50252100840335","0,208403361344537",150,"35,4285714285714",pièce,8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,ronde estiva F1,AGROSEMENS,,70,SERRE,15/04/2018,S2,60,15,04/02/2018,04/02/2018,14/06/2018,,17,17,,11/10/2018,,7,"138,935574229692","11,577964519141",50,2,1,30,"1,8",54,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","31,578947368421","0,105263157894737","2,10526315789474","31,578947368421",24,4,"7,5",9,"0,25",150,"35,4285714285714",kg,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,glacier,GERMINANCE,terrine. ,70,SERRE,11/04/2018,S2,65,15,31/01/2018,31/01/2018,15/06/2018,,17,17,,12/10/2018,,7,"138,935574229692","11,577964519141",50,2,1,30,,0,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","31,578947368421","0,105263157894737","2,10526315789474","31,578947368421",24,4,"7,5",9,"0,25",150,"35,4285714285714",kg,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,merveille des marchés,AGROSEMENS,ou joyau de osaka,70,SERRE,15/04/2018,S2,85,30,04/02/2018,04/02/2018,09/07/2018,,17,17,,05/11/2018,,7,"138,935574229692","11,577964519141",50,2,1,60,"1,8",108,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","63,1578947368421","0,210526315789474","2,10526315789474","63,1578947368421",24,4,15,18,"0,5",150,"35,4285714285714",kg,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
